Name;Sweep (T1);;;
Date;28/09/2024;;;
Time;4:54:56 a. m.;;;
Instrument;FSH13 - 120326/013;;;
Firmware Version;V3.60;;;
Instrument Mode;Spectrum Analyzer;;;
Meas Mode;Spectrogram;;;
Uplink;- - -;;;
Downlink;- - -;;;
Channel;- - -;;;
Center Frequency;425000000;Hz;;
Frequency Offset;0;Hz;;
Span;50000000;Hz;;
Ref Level;-20;dBm;;
Ref Offset;0;dB;;
Ref Position;1;;;
Range;100;dB;;
RF Attenuation;Manual;;;
RF Attenuator;0;dB;;
Pre-Amplifier;Off;;;
RF Input;50 Ω;;;
RBW;1000000;Hz;;
VBW;1000000;Hz;;
SWT;0,02;s;;
Trigger Mode;Free Run;;;
Trigger Level;- - -;;;
Trigger Delay;- - -;;;
Trace Mode;Clear / Write;;;
Trace Math;Off;;;
Trace Detector;Max Peak;;;
Primary Transducer;- - -;;;
Secondary Transducer;- - -;;;
Gated Trigger;Off;;;
Gate Mode;Edge;;;
Gate Delay;0;s;;
Gate Length;0,0004;s;;
Isotropic Antenna;Off;;;
Limit Line 1;- - -;;;
Result Limit Line 1;- - -;;;
Limit Line 2;- - -;;;
Result Limit Line 2;- - -;;;
Marker 1;425000000;Hz;;
Marker 1 Value;-79,97;dBm;;
DeltaMarker 2;13253968,3;Hz;;
DeltaMarker 2 Value;12,54;dB;;

Frequency [Hz];Magnitude [dBm];;;
400000000;-72,4511642456055;;;
400079365,079365;-72,4511642456055;;;
400158730,15873;-71,7755661010742;;;
400238095,238095;-72,4034194946289;;;
400317460,31746;-72,1147689819336;;;
400396825,396825;-72,9378814697266;;;
400476190,47619;-72,5204315185547;;;
400555555,555556;-70,8076477050781;;;
400634920,634921;-73,4251556396484;;;
400714285,714286;-70,7113418579102;;;
400793650,793651;-72,84326171875;;;
400873015,873016;-72,4287796020508;;;
400952380,952381;-72,944221496582;;;
401031746,031746;-71,6200561523438;;;
401111111,111111;-72,1295547485352;;;
401190476,190476;-72,5186004638672;;;
401269841,269841;-73,7969055175781;;;
401349206,349206;-72,0892105102539;;;
401428571,428571;-71,6458892822266;;;
401507936,507937;-72,6010589599609;;;
401587301,587302;-72,4569931030273;;;
401666666,666667;-72,2384490966797;;;
401746031,746032;-72,262565612793;;;
401825396,825397;-73,1349334716797;;;
401904761,904762;-73,6393432617188;;;
401984126,984127;-73,0268096923828;;;
402063492,063492;-73,1434097290039;;;
402142857,142857;-72,2330093383789;;;
402222222,222222;-73,1906127929688;;;
402301587,301587;-72,6685638427734;;;
402380952,380952;-72,7827835083008;;;
402460317,460317;-72,7920303344727;;;
402539682,539683;-72,5326461791992;;;
402619047,619048;-72,6555023193359;;;
402698412,698413;-72,8222045898438;;;
402777777,777778;-72,1904678344727;;;
402857142,857143;-71,9554595947266;;;
402936507,936508;-72,9786148071289;;;
403015873,015873;-73,1268920898438;;;
403095238,095238;-72,5771408081055;;;
403174603,174603;-73,2743606567383;;;
403253968,253968;-72,351448059082;;;
403333333,333333;-71,9449615478516;;;
403412698,412698;-71,4621963500977;;;
403492063,492063;-73,2815246582031;;;
403571428,571429;-72,8579788208008;;;
403650793,650794;-73,057731628418;;;
403730158,730159;-73,725471496582;;;
403809523,809524;-72,2066116333008;;;
403888888,888889;-72,9226455688477;;;
403968253,968254;-73,4640045166016;;;
404047619,047619;-72,9003677368164;;;
404126984,126984;-73,3885498046875;;;
404206349,206349;-73,2463760375977;;;
404285714,285714;-73,5537643432617;;;
404365079,365079;-73,2346343994141;;;
404444444,444444;-73,2454681396484;;;
404523809,52381;-73,6622772216797;;;
404603174,603175;-72,4178237915039;;;
404682539,68254;-73,8146209716797;;;
404761904,761905;-73,1981430053711;;;
404841269,84127;-74,0170135498047;;;
404920634,920635;-73,3082122802734;;;
405000000;-72,5281524658203;;;
405079365,079365;-72,8313827514648;;;
405158730,15873;-72,9401245117188;;;
405238095,238095;-74,1873474121094;;;
405317460,31746;-74,5452728271484;;;
405396825,396825;-74,0572357177734;;;
405476190,47619;-74,0038223266602;;;
405555555,555556;-71,9280853271484;;;
405634920,634921;-72,9928817749023;;;
405714285,714286;-74,0652618408203;;;
405793650,793651;-73,9914779663086;;;
405873015,873016;-73,5746917724609;;;
405952380,952381;-72,9569091796875;;;
406031746,031746;-73,8305206298828;;;
406111111,111111;-73,2884750366211;;;
406190476,190476;-72,5299072265625;;;
406269841,269841;-73,283088684082;;;
406349206,349206;-74,1040878295898;;;
406428571,428571;-71,9236831665039;;;
406507936,507936;-73,3964157104492;;;
406587301,587302;-73,0387496948242;;;
406666666,666667;-74,8650817871094;;;
406746031,746032;-73,3457794189453;;;
406825396,825397;-74,5100708007813;;;
406904761,904762;-74,1412734985352;;;
406984126,984127;-74,5589981079102;;;
407063492,063492;-73,4402084350586;;;
407142857,142857;-74,1318511962891;;;
407222222,222222;-73,7755432128906;;;
407301587,301587;-73,893424987793;;;
407380952,380952;-74,5966033935547;;;
407460317,460317;-74,11962890625;;;
407539682,539683;-74,4293594360352;;;
407619047,619048;-74,4516372680664;;;
407698412,698413;-74,1675796508789;;;
407777777,777778;-74,7054901123047;;;
407857142,857143;-73,9421081542969;;;
407936507,936508;-74,0698928833008;;;
408015873,015873;-74,5865936279297;;;
408095238,095238;-74,0179443359375;;;
408174603,174603;-73,6663131713867;;;
408253968,253968;-74,2899322509766;;;
408333333,333333;-74,501350402832;;;
408412698,412698;-72,4522705078125;;;
408492063,492064;-74,8635177612305;;;
408571428,571429;-74,1694412231445;;;
408650793,650794;-74,4712371826172;;;
408730158,730159;-74,609016418457;;;
408809523,809524;-74,0180816650391;;;
408888888,888889;-73,4210205078125;;;
408968253,968254;-73,6103286743164;;;
409047619,047619;-75,4627685546875;;;
409126984,126984;-74,3474731445313;;;
409206349,206349;-73,7149658203125;;;
409285714,285714;-74,1463775634766;;;
409365079,365079;-73,7678680419922;;;
409444444,444444;-73,4477844238281;;;
409523809,52381;-74,4146499633789;;;
409603174,603175;-74,4717178344727;;;
409682539,68254;-75,2083587646484;;;
409761904,761905;-74,916633605957;;;
409841269,84127;-75,1446151733398;;;
409920634,920635;-75,1131057739258;;;
410000000;-74,6264190673828;;;
410079365,079365;-75,2778396606445;;;
410158730,15873;-74,1266784667969;;;
410238095,238095;-75,5880126953125;;;
410317460,31746;-74,9335708618164;;;
410396825,396825;-72,6656799316406;;;
410476190,47619;-74,5898895263672;;;
410555555,555556;-75,3350372314453;;;
410634920,634921;-74,3699645996094;;;
410714285,714286;-73,731803894043;;;
410793650,793651;-74,4298248291016;;;
410873015,873016;-74,960693359375;;;
410952380,952381;-74,1835098266602;;;
411031746,031746;-75,3446960449219;;;
411111111,111111;-74,8611373901367;;;
411190476,190476;-75,494743347168;;;
411269841,269841;-75,4494094848633;;;
411349206,349206;-74,4952239990234;;;
411428571,428571;-75,9613800048828;;;
411507936,507936;-74,269287109375;;;
411587301,587302;-74,871696472168;;;
411666666,666667;-75,4003219604492;;;
411746031,746032;-73,5435104370117;;;
411825396,825397;-75,0327301025391;;;
411904761,904762;-75,3213272094727;;;
411984126,984127;-75,8980712890625;;;
412063492,063492;-75,9869842529297;;;
412142857,142857;-73,5992889404297;;;
412222222,222222;-75,4109954833984;;;
412301587,301587;-74,3370895385742;;;
412380952,380952;-75,2382354736328;;;
412460317,460317;-75,0109024047852;;;
412539682,539683;-74,2056121826172;;;
412619047,619048;-74,6341094970703;;;
412698412,698413;-74,6781387329102;;;
412777777,777778;-75,3163452148438;;;
412857142,857143;-76,3957214355469;;;
412936507,936508;-74,6933212280273;;;
413015873,015873;-76,0473327636719;;;
413095238,095238;-75,7535781860352;;;
413174603,174603;-74,0795440673828;;;
413253968,253968;-75,1627578735352;;;
413333333,333333;-75,4538192749023;;;
413412698,412698;-75,0863876342773;;;
413492063,492064;-75,8633651733398;;;
413571428,571429;-75,3910827636719;;;
413650793,650794;-74,064567565918;;;
413730158,730159;-75,8053970336914;;;
413809523,809524;-76,0184860229492;;;
413888888,888889;-75,3424682617188;;;
413968253,968254;-76,3789215087891;;;
414047619,047619;-75,5464172363281;;;
414126984,126984;-74,9173812866211;;;
414206349,206349;-75,8210906982422;;;
414285714,285714;-75,9204711914063;;;
414365079,365079;-73,4256820678711;;;
414444444,444444;-74,8533630371094;;;
414523809,52381;-77,4658126831055;;;
414603174,603175;-74,5709533691406;;;
414682539,68254;-75,097297668457;;;
414761904,761905;-77,0211944580078;;;
414841269,84127;-76,427619934082;;;
414920634,920635;-75,822998046875;;;
415000000;-76,313606262207;;;
415079365,079365;-76,4143753051758;;;
415158730,15873;-76,2378082275391;;;
415238095,238095;-75,2557144165039;;;
415317460,31746;-76,9861755371094;;;
415396825,396825;-77,1575317382813;;;
415476190,47619;-76,6744155883789;;;
415555555,555556;-76,8522644042969;;;
415634920,634921;-75,9070434570313;;;
415714285,714286;-76,0766525268555;;;
415793650,793651;-77,1006774902344;;;
415873015,873016;-76,6600494384766;;;
415952380,952381;-75,7934875488281;;;
416031746,031746;-78,3760375976563;;;
416111111,111111;-77,2358703613281;;;
416190476,190476;-74,9414749145508;;;
416269841,269841;-76,2053833007813;;;
416349206,349206;-76,272590637207;;;
416428571,428571;-77,2237167358398;;;
416507936,507936;-77,8822631835938;;;
416587301,587302;-76,294189453125;;;
416666666,666667;-75,4758987426758;;;
416746031,746032;-76,8952255249023;;;
416825396,825397;-78,0697021484375;;;
416904761,904762;-78,0011291503906;;;
416984126,984127;-77,9607238769531;;;
417063492,063492;-75,8204956054688;;;
417142857,142857;-77,005241394043;;;
417222222,222222;-75,5276412963867;;;
417301587,301587;-77,2409896850586;;;
